Order ID,Order Number,Quantity,Price,Line Number,Sales,Status,Deal Size
559,10178,42,100,4,6490.68,Shipped,Medium
560,10186,32,100,1,6004.8,Shipped,Medium
561,10198,42,100,4,7483.98,Shipped,Large
562,10210,31,100,17,5719.5,Shipped,Medium
563,10222,49,100,4,6954.08,Shipped,Medium
564,10250,45,100,14,8160.3,Shipped,Large
565,10262,49,100,9,6567.96,Cancelled,Medium
566,10274,41,100,1,6724,Shipped,Medium
567,10284,45,100,11,5747.85,Shipped,Medium
568,10296,36,100,7,5676.84,Shipped,Medium
569,10307,39,100,1,7379.97,Shipped,Large
570,10316,27,100,9,3704.13,Shipped,Medium
571,10327,25,100,6,2804.75,Resolved,Small
572,10338,41,100,1,5624.79,Shipped,Medium
573,10351,39,99.52,1,3881.28,Shipped,Medium
574,10373,28,57.55,4,1611.4,Shipped,Small
575,10386,25,54.57,7,1364.25,Resolved,Small
576,10398,33,100,11,4215.09,Shipped,Medium
577,10400,34,100,1,6433.82,Shipped,Medium
578,10416,24,100,14,4352.16,Shipped,Medium
579,10100,30,100,3,5151,Shipped,Medium
580,10110,42,100,7,6069,Shipped,Medium
581,10124,21,100,6,2856,Shipped,Small
582,10149,34,100,11,5375.4,Shipped,Medium
583,10162,29,100,9,5176.5,Shipped,Medium
584,10173,24,100,13,3508.8,Shipped,Medium
585,10182,44,100,10,7554.8,Shipped,Large
586,10193,21,100,14,3141.6,Shipped,Medium
587,10204,33,100,4,5890.5,Shipped,Medium
588,10214,30,100,7,5967,Shipped,Medium
589,10227,26,100,10,3712.8,Shipped,Medium
590,10241,41,100,2,7597.3,Shipped,Large
591,10280,26,100,16,3668.6,Shipped,Medium
592,10288,32,100,5,5875.2,Shipped,Medium
593,10302,43,100,1,7310,Shipped,Large
594,10312,48,100,17,8078.4,Shipped,Large
595,10331,44,74.04,7,3257.76,Shipped,Medium
596,10344,45,100,1,7650,Shipped,Large
597,10367,37,100,3,4703.81,Resolved,Medium
598,10379,39,100,2,5399.55,Shipped,Medium
599,10407,76,100,2,14082.8,On Hold,Large
600,10420,37,100,5,5283.6,In Process,Medium
601,10108,38,82.39,2,3130.82,Shipped,Medium
602,10122,43,72.38,6,3112.34,Shipped,Medium
603,10135,48,79.31,3,3806.88,Shipped,Medium
604,10147,26,82.39,3,2142.14,Shipped,Small
605,10160,38,88.55,4,3364.9,Shipped,Medium
606,10170,20,63.14,2,1262.8,Shipped,Small
607,10181,22,73.92,10,1626.24,Shipped,Small
608,10192,45,90.86,15,4088.7,Shipped,Medium
609,10203,45,85.47,4,3846.15,Shipped,Medium
610,10212,20,66.99,14,1339.8,Shipped,Small
611,10225,47,64.68,5,3039.96,Shipped,Medium
612,10239,46,73.92,4,3400.32,Shipped,Medium
613,10253,23,83.93,9,1930.39,Cancelled,Small
614,10266,33,74.69,10,2464.77,Shipped,Small
615,10278,29,90.86,10,2634.94,Shipped,Small
616,10287,44,82.39,8,3625.16,Shipped,Medium
617,10300,41,92.4,1,3788.4,Shipped,Medium
618,10310,20,91.63,6,1832.6,Shipped,Small
619,10321,37,78.54,14,2905.98,Shipped,Small
620,10329,29,100,9,2954.81,Shipped,Small
621,10342,55,65.45,1,3599.75,Shipped,Medium
622,10363,22,100,7,3686.54,Shipped,Medium
623,10377,31,67.76,4,2100.56,Shipped,Small
624,10389,49,79.22,3,3881.78,Shipped,Medium
625,10405,61,73.92,4,4509.12,Shipped,Medium
626,10419,39,83.93,9,3273.27,Shipped,Medium
627,10109,38,100,3,4432.7,Shipped,Medium
628,10122,31,100,1,4100.99,Shipped,Medium
629,10136,36,100,1,5274.72,Shipped,Medium
630,10148,25,100,12,4232,Shipped,Medium
631,10161,48,100,11,6145.44,Shipped,Medium
632,10171,35,100,1,4680.2,Shipped,Medium
633,10181,21,100,5,3286.08,Shipped,Medium
634,10192,47,100,10,7421.3,Shipped,Large
635,10204,38,100,16,6432.64,Shipped,Medium
636,10212,41,100,9,4840.87,Shipped,Medium
637,10226,24,100,7,3892.08,Shipped,Medium
638,10240,37,100,2,5526.32,Shipped,Medium
639,10253,33,100,4,4459.62,Cancelled,Medium
640,10266,49,100,5,6203.4,Shipped,Medium
641,10278,29,100,5,3754.05,Shipped,Medium
642,10287,24,100,3,3516.48,Shipped,Medium
643,10301,47,100,7,7488.04,Shipped,Large
644,10310,24,100,1,3448.08,Shipped,Medium
645,10321,25,100,9,3734,Shipped,Medium
646,10331,30,32.47,8,974.1,Shipped,Small
647,10342,22,100,3,3160.74,Shipped,Medium
648,10356,27,64.69,2,1746.63,Shipped,Small
649,10366,34,100,3,4207.84,Shipped,Medium
650,10377,36,100,6,4352.76,Shipped,Medium
651,10390,34,43.05,15,1463.7,Shipped,Small
652,10406,48,100,2,7169.28,Disputed,Large
653,10419,34,100,4,4594.76,Shipped,Medium
654,10104,24,100,8,3457.92,Shipped,Medium
655,10115,46,100,4,7381.16,Shipped,Large
656,10127,45,100,10,7146.9,Shipped,Large
657,10141,39,100,4,5938.53,Shipped,Medium
658,10151,43,100,2,7110.91,Shipped,Large
659,10165,29,100,11,5032.95,Shipped,Medium
660,10176,20,100,10,3667.6,Shipped,Medium
661,10184,46,100,5,7381.16,Shipped,Large
662,10195,27,100,5,5128.11,Shipped,Medium
663,10207,44,100,6,7060.24,Shipped,Large
664,10219,43,100,1,8448.64,Shipped,Large
665,10230,49,100,8,7300.51,Shipped,Large
666,10246,40,100,4,6549.2,Shipped,Medium
667,10259,30,100,3,5697.9,Shipped,Medium
668,10271,50,100,4,9169,Shipped,Large
669,10282,23,100,13,3238.63,Shipped,Medium
670,10292,26,100,7,4554.94,Shipped,Medium
671,10305,27,100,4,3934.44,Shipped,Medium
672,10314,42,100,13,5776.26,Shipped,Medium
673,10324,47,100,8,7207.45,Shipped,Large
674,10336,49,100,6,7460.74,Shipped,Large
675,10349,38,100,8,6719.54,Shipped,Medium
676,10358,20,100,10,2428,Shipped,Small
677,10371,25,100,7,2602.25,Shipped,Small
678,10382,25,88,5,2200,Shipped,Small
679,10412,41,100,4,6712.93,Shipped,Medium
680,10425,28,100,3,5318.04,In Process,Medium
681,10100,50,67.8,2,3390,Shipped,Medium
682,10110,32,50.25,6,1608,Shipped,Small
683,10124,42,53.88,5,2262.96,Shipped,Small
684,10149,24,62.36,10,1496.64,Shipped,Small
685,10162,27,69.62,8,1879.74,Shipped,Small
686,10173,26,57.51,12,1495.26,Shipped,Small
687,10182,38,61.15,9,2323.7,Shipped,Small
688,10193,42,59.33,13,2491.86,Shipped,Small
689,10204,23,71.44,3,1643.12,Shipped,Small
690,10214,21,62.96,6,1322.16,Shipped,Small
691,10227,28,50.85,9,1423.8,Shipped,Small
692,10241,33,72.65,1,2397.45,Shipped,Small
693,10280,25,62.96,15,1574,Shipped,Small
694,10288,28,61.75,4,1729,Shipped,Small
695,10303,46,49.04,2,2255.84,Shipped,Small
696,10312,30,61.15,16,1834.5,Shipped,Small
697,10332,38,84.25,9,3201.5,Shipped,Medium
698,10344,40,56.91,2,2276.4,Shipped,Small
699,10367,45,100,4,8884.8,Resolved,Large
700,10379,27,49.3,1,1331.1,Shipped,Small
701,10407,42,72.65,1,3051.3,On Hold,Medium
702,10420,36,63.57,4,2288.52,In Process,Small
703,10104,29,100,12,3772.61,Shipped,Medium
704,10114,39,100,3,4164.42,Shipped,Medium
705,10127,45,100,14,6295.95,Shipped,Medium
706,10141,47,100,8,6287.66,Shipped,Medium
707,10151,49,100,6,5412.54,Shipped,Medium
708,10165,46,100,15,5984.14,Shipped,Medium
709,10175,48,100,4,5891.04,Shipped,Medium
710,10184,46,100,9,5984.14,Shipped,Medium
711,10195,35,100,9,3608.15,Shipped,Medium
712,10207,43,100,10,5752.54,Shipped,Medium
713,10229,26,100,4,3765.32,Shipped,Medium
714,10246,22,98.18,8,2159.96,Shipped,Small
715,10259,34,99.41,7,3379.94,Shipped,Medium
716,10271,50,100,8,5093.5,Shipped,Medium
717,10281,48,100,4,5773.44,Shipped,Medium
718,10292,41,100,11,4528.86,Shipped,Medium
719,10305,36,100,8,4816.08,Shipped,Medium
720,10313,29,100,2,3416.78,Shipped,Medium
721,10324,33,37.48,10,1236.84,Shipped,Small
722,10334,46,100,6,5814.86,On Hold,Medium
723,10349,38,100,7,5223.48,Shipped,Medium
724,10358,20,36.42,11,728.4,Shipped,Small
725,10370,22,100,5,3949,Shipped,Medium
726,10383,27,100,11,3843.99,Shipped,Medium
727,10412,56,98.18,8,5498.08,Shipped,Medium
728,10425,38,99.41,7,3777.58,In Process,Medium
729,10101,25,100,4,3782,Shipped,Medium
730,10110,33,100,4,3859.68,Shipped,Medium
731,10124,42,100,3,4431.84,Shipped,Medium
732,10149,33,100,8,4950.33,Shipped,Medium
733,10162,38,100,6,4299.7,Shipped,Medium
734,10173,31,100,10,4492.83,Shipped,Medium
735,10182,20,100,7,2212,Shipped,Small
736,10193,44,100,11,4642.88,Shipped,Medium
737,10204,26,100,1,3206.32,Shipped,Medium
738,10214,27,100,4,3604.23,Shipped,Medium
739,10227,46,100,7,7017.76,Shipped,Large
740,10243,47,100,2,6154.18,Shipped,Medium
741,10280,37,100,13,4750.8,Shipped,Medium
742,10288,31,100,2,3822.92,Shipped,Medium
743,10304,24,100,17,2440.8,Shipped,Small
744,10312,31,100,14,4729.36,Shipped,Medium
745,10322,50,100,6,12536.5,Shipped,Large
746,10332,35,64.69,8,2264.15,Shipped,Small
747,10344,30,100,3,3928.2,Shipped,Medium
748,10356,29,100,3,3630.22,Shipped,Medium
749,10367,27,100,5,4196.07,Resolved,Medium
750,10380,40,100,10,4931.6,Shipped,Medium
751,10390,31,98.99,16,3068.69,Shipped,Medium
752,10409,6,100,2,785.64,Shipped,Small
753,10420,45,100,2,4977,In Process,Medium
754,10103,22,54.09,2,1189.98,Shipped,Small
755,10114,45,68.67,6,3090.15,Shipped,Medium
756,10126,43,65.02,2,2795.86,Shipped,Small
757,10140,46,61.99,2,2851.54,Shipped,Small
758,10151,39,69.28,9,2701.92,Shipped,Small
759,10165,31,71.1,18,2204.1,Shipped,Small
760,10175,41,69.28,7,2840.48,Shipped,Small
761,10184,44,60.16,12,2647.04,Shipped,Small
762,10194,45,70.49,2,3172.05,Shipped,Medium
763,10207,37,69.89,13,2585.93,Shipped,Small
764,10217,35,61.38,2,2148.3,Shipped,Small
765,10229,28,59.55,7,1667.4,Shipped,Small
766,10246,30,61.99,11,1859.7,Shipped,Small
767,10259,30,49.22,10,1476.6,Shipped,Small
768,10271,25,69.28,11,1732,Shipped,Small
769,10281,29,57.73,7,1674.17,Shipped,Small
770,10291,26,57.73,2,1500.98,Shipped,Small
771,10305,41,53.48,11,2192.68,Shipped,Small
772,10313,34,52.87,5,1797.58,Shipped,Small
773,10322,35,61.21,11,2142.35,Shipped,Small
774,10334,34,61.38,1,2086.92,On Hold,Small
775,10347,50,100,8,6834.5,Shipped,Medium
776,10357,41,61.99,7,2541.59,Shipped,Small
777,10370,22,96.86,7,2130.92,Shipped,Small
778,10381,35,48.62,7,1701.7,Shipped,Small
779,10391,44,38.5,5,1694,Shipped,Small
780,10412,47,61.99,11,2913.53,Shipped,Small
781,10425,19,49.22,10,935.18,In Process,Small
782,10106,34,90.39,2,3073.26,Shipped,Medium
783,10120,29,71.81,8,2082.49,Shipped,Small
784,10133,49,69.27,3,3394.23,Shipped,Medium
785,10145,30,85.32,14,2559.6,Shipped,Small
786,10168,21,70.96,9,1490.16,Shipped,Small
787,10210,50,76.88,7,3844,Shipped,Medium
788,10223,47,100,9,4724.91,Shipped,Medium
789,10235,24,76.03,3,1824.72,Shipped,Small
790,10250,27,98.84,4,2668.68,Shipped,Small
791,10263,33,86.17,10,2843.61,Shipped,Small
792,10275,35,90.39,9,3163.65,Shipped,Medium
793,10284,31,71.81,1,2226.11,Shipped,Small
794,10297,25,82.79,4,2069.75,Shipped,Small
795,10308,27,82.79,7,2235.33,Shipped,Small
796,10318,31,100,9,3116.43,Shipped,Medium
797,10327,45,100,8,4781.7,Resolved,Medium
798,10339,27,100,2,2810.7,Shipped,Small
799,10353,27,100,1,3515.67,Shipped,Medium
800,10374,42,69.27,2,2909.34,Shipped,Small
801,10386,21,74.77,18,1570.17,Resolved,Small
802,10398,34,76.88,15,2613.92,Shipped,Small
803,10401,42,76.03,3,3193.26,On Hold,Medium
804,10416,15,98.84,4,1482.6,Shipped,Small
805,10107,29,70.87,6,2055.23,Shipped,Small
806,10120,46,58.15,4,2674.9,Shipped,Small
807,10134,30,61.78,6,1853.4,Shipped,Small
808,10145,30,49.67,10,1490.1,Shipped,Small
809,10159,42,51.48,18,2162.16,Shipped,Small
810,10168,46,61.18,5,2814.28,Shipped,Small
811,10180,25,64.2,13,1605,Shipped,Small
812,10188,32,65.42,5,2093.44,Shipped,Small
813,10201,30,64.81,6,1944.3,Shipped,Small
814,10210,40,49.67,3,1986.8,Shipped,Small
815,10223,28,60.57,5,1695.96,Shipped,Small
816,10236,23,55.72,2,1281.56,Shipped,Small
817,10251,29,61.18,6,1774.22,Shipped,Small
818,10263,34,58.75,6,1997.5,Shipped,Small
819,10275,37,63.6,5,2353.2,Shipped,Small
820,10285,20,49.06,10,981.2,Shipped,Small
821,10298,32,48.46,2,1550.72,Shipped,Small
822,10308,34,52.09,3,1771.06,Shipped,Small
823,10318,42,52.7,5,2213.4,Shipped,Small
824,10329,38,100,12,5266.04,Shipped,Medium
825,10339,30,62.16,1,1864.8,Shipped,Small
826,10362,23,49.67,3,1142.41,Shipped,Small
827,10374,22,53.3,4,1172.6,Shipped,Small
828,10389,39,100,5,6981,Shipped,Medium
829,10402,55,55.72,2,3064.6,Shipped,Medium
830,10417,36,61.18,6,2202.48,Disputed,Small
831,10101,26,100,1,3773.38,Shipped,Medium
832,10110,31,100,1,5074.39,Shipped,Medium
833,10125,34,100,2,6483.46,Shipped,Medium
834,10139,41,100,8,7956.46,Shipped,Large
835,10149,23,100,5,4230.62,Shipped,Medium
836,10162,48,100,3,7209.12,Shipped,Large
837,10173,22,100,7,3452.68,Shipped,Medium
838,10182,21,100,4,3047.73,Shipped,Medium
839,10193,22,100,8,3675.32,Shipped,Medium
840,10205,40,100,3,7492.4,Shipped,Large
841,10214,50,100,1,9534.5,Shipped,Large
842,10227,29,100,4,5579.02,Shipped,Medium
843,10244,43,100,8,5950.34,Shipped,Medium
844,10255,24,100,1,3726,Shipped,Medium
845,10280,22,100,10,4455,Shipped,Medium
846,10289,43,100,3,8272.34,Shipped,Large
847,10304,20,100,14,3577.6,Shipped,Medium
848,10312,25,100,11,3881.25,Shipped,Medium
849,10322,36,100,2,5797.44,Shipped,Medium
850,10332,24,52.67,1,1264.08,Shipped,Small
851,10347,21,100,6,4815.3,Shipped,Medium
852,10356,30,100,1,4462.2,Shipped,Medium
853,10367,32,94.79,7,3033.28,Resolved,Medium
854,10380,21,47.18,8,990.78,Shipped,Small
855,10390,26,78.11,7,2030.86,Shipped,Small
856,10421,35,100,1,5433.75,In Process,Medium
857,10109,26,100,1,3157.44,Shipped,Medium
858,10123,46,100,3,5161.2,Shipped,Medium
859,10137,37,100,3,4346.76,Shipped,Medium
860,10148,27,100,10,3528.36,Shipped,Medium
861,10161,23,100,9,3187.8,Shipped,Medium
862,10172,39,100,7,6023.16,Shipped,Medium
863,10181,27,100,3,3884.76,Shipped,Medium
864,10192,38,100,8,4965.84,Shipped,Medium
865,10204,27,100,14,4169.88,Shipped,Medium
866,10212,40,100,7,4910.4,Shipped,Medium
867,10226,24,100,5,3231.36,Shipped,Medium
868,10241,44,100,12,6853.44,Shipped,Medium
869,10253,37,100,2,5177.04,Cancelled,Medium
870,10266,20,100,3,2824.8,Shipped,Small
871,10278,39,100,3,4324.32,Shipped,Medium
872,10287,44,100,1,5052.96,Shipped,Medium
873,10301,22,100,5,3223.44,Shipped,Medium
874,10311,43,100,10,5278.68,Shipped,Medium
875,10321,27,100,7,2851.2,Shipped,Small
876,10331,26,64.9,10,1687.4,Shipped,Small
877,10343,25,52.32,3,1308,Shipped,Small
878,10366,49,100,2,6144.6,Shipped,Medium
879,10379,29,100,5,5127.2,Shipped,Medium
880,10407,41,100,12,6386.16,On Hold,Medium
881,10419,55,100,2,7695.6,Shipped,Large
882,10103,27,83.07,12,2242.89,Shipped,Small
883,10112,23,100,2,2539.89,Shipped,Small
884,10126,31,90.17,12,2795.27,Shipped,Small
885,10139,46,100,1,5545.76,Shipped,Medium
886,10150,47,91.18,9,4285.46,Shipped,Medium
887,10163,31,100,2,3329.09,Shipped,Medium
888,10174,46,100,5,5592.22,Shipped,Medium
889,10183,37,89.15,9,3298.55,Shipped,Medium
890,10193,28,93.21,1,2609.88,Shipped,Small
891,10206,37,90.17,7,3336.29,Shipped,Medium
892,10215,49,100,4,5510.05,Shipped,Medium
893,10228,24,100,3,2504.4,Shipped,Small
894,10244,30,100,1,3525.6,Shipped,Medium
895,10257,50,88.14,1,4407,Shipped,Medium
896,10270,31,96.24,10,2983.44,Shipped,Small
897,10280,46,100,3,5126.24,Shipped,Medium
898,10291,47,100,12,5713.79,Shipped,Medium
899,10304,46,100,7,4613.8,Shipped,Medium
900,10312,37,100,4,3711.1,Shipped,Medium
901,10322,33,100,12,3524.73,Shipped,Medium
902,10333,31,90.17,5,2795.27,Shipped,Small
903,10347,48,100,9,4814.4,Shipped,Medium
904,10357,41,87.13,6,3572.33,Shipped,Medium
905,10369,42,100,1,4581.36,Shipped,Medium
906,10381,41,100,8,4319.76,Shipped,Medium
907,10391,32,45.25,6,1448,Shipped,Small
908,10423,10,88.14,1,881.4,In Process,Small
909,10103,35,57.46,14,2011.1,Shipped,Small
910,10111,28,64.33,2,1801.24,Shipped,Small
911,10126,46,73.7,14,3390.2,Shipped,Medium
912,10139,20,71.2,3,1424,Shipped,Small
913,10150,30,49.97,11,1499.1,Shipped,Small
914,10163,48,69.96,4,3358.08,Shipped,Medium
915,10173,28,53.72,2,1504.16,Shipped,Small
916,10183,39,68.08,11,2655.12,Shipped,Small
917,10193,24,51.84,3,1244.16,Shipped,Small
918,10206,28,67.46,9,1888.88,Shipped,Small
919,10215,31,58.71,6,1820.01,Shipped,Small
920,10228,45,63.71,5,2866.95,Shipped,Small
921,10244,24,58.09,3,1394.16,Shipped,Small
922,10257,49,53.72,3,2632.28,Shipped,Small
923,10269,32,63.08,1,2018.56,Shipped,Small
924,10280,43,68.71,5,2954.53,Shipped,Small
925,10291,37,50.59,14,1871.83,Shipped,Small
926,10304,24,64.96,9,1559.04,Shipped,Small
927,10312,35,53.72,6,1880.2,Shipped,Small
928,10322,41,29.87,13,1224.67,Shipped,Small
929,10332,26,100,17,2979.08,Shipped,Small
930,10347,34,64.96,10,2208.64,Shipped,Small
931,10357,49,70.58,5,3458.42,Shipped,Medium
932,10369,28,44.21,6,1237.88,Shipped,Small
933,10381,40,68.08,4,2723.2,Shipped,Small
934,10392,37,59.96,3,2218.52,Shipped,Small
935,10423,31,53.72,3,1665.32,In Process,Small
936,10106,41,83.44,18,3421.04,Shipped,Medium
937,10119,21,89.46,9,1878.66,Shipped,Small
938,10130,40,96.34,2,3853.6,Shipped,Medium
939,10143,46,74.84,13,3442.64,Shipped,Medium
940,10155,44,79.14,11,3482.16,Shipped,Medium
941,10167,46,73.12,7,3363.52,Cancelled,Medium
942,10178,41,81.72,10,3350.52,Shipped,Medium
943,10186,32,89.46,7,2862.72,Shipped,Small
944,10197,46,87.74,4,4036.04,Shipped,Medium
945,10209,28,100,6,2817.92,Shipped,Small
946,10222,49,94.62,10,4636.38,Shipped,Medium
947,10248,21,73.98,1,1553.58,Cancelled,Small
948,10262,32,84.3,15,2697.6,Cancelled,Small
949,10273,34,98.06,2,3334.04,Shipped,Medium
950,10283,21,98.06,4,2059.26,Shipped,Small
951,10296,21,96.34,13,2023.14,Shipped,Small
952,10307,31,83.44,7,2586.64,Shipped,Small
953,10316,21,94.62,15,1987.02,Shipped,Small
954,10327,25,45.86,5,1146.5,Resolved,Small
955,10338,28,82.58,3,2312.24,Shipped,Small
956,10350,43,64.97,6,2793.71,Shipped,Small
957,10373,22,86.74,5,1908.28,Shipped,Small
958,10386,37,93.01,5,3441.37,Resolved,Medium
959,10398,28,72.26,18,2023.28,Shipped,Small
960,10400,30,74.84,7,2245.2,Shipped,Small
961,10414,44,73.98,1,3255.12,On Hold,Medium
962,10103,25,100,13,2539.5,Shipped,Small
963,10111,43,100,1,4818.15,Shipped,Medium
964,10126,30,97.39,13,2921.7,Shipped,Small
965,10139,20,90.06,2,1801.2,Shipped,Small
966,10150,26,100,10,2804.36,Shipped,Small
967,10163,40,100,3,4900.8,Shipped,Medium
968,10173,31,89.01,1,2759.31,Shipped,Small
969,10183,22,100,10,2488.2,Shipped,Small
970,10193,23,100,2,2769.89,Shipped,Small
971,10206,30,100,8,3581.4,Shipped,Medium
972,10215,49,100,5,5285.14,Shipped,Medium
973,10228,31,100,4,3181.53,Shipped,Medium
974,10244,29,100,2,3340.51,Shipped,Medium
975,10257,37,84.82,2,3138.34,Shipped,Medium
976,10270,38,100,11,4775.08,Shipped,Medium
977,10280,29,100,4,3006.43,Shipped,Medium
978,10291,23,100,13,2866.26,Shipped,Small
979,10304,26,85.87,8,2232.62,Shipped,Small
980,10312,38,100,5,4457.02,Shipped,Medium
981,10322,48,47.04,7,2257.92,Shipped,Small
982,10332,40,39.8,18,1592,Shipped,Small
983,10347,45,100,11,4948.2,Shipped,Medium
984,10357,44,100,4,5160.76,Shipped,Medium
985,10369,21,94.22,5,1978.62,Shipped,Small
986,10381,35,100,5,4288.2,Shipped,Medium
987,10392,29,86.92,2,2520.68,Shipped,Small
988,10423,21,84.82,2,1781.22,In Process,Small
989,10105,22,100,11,3065.04,Shipped,Medium
990,10117,26,100,5,3551.34,Shipped,Medium
991,10128,41,100,2,5544.02,Shipped,Medium
992,10142,47,100,8,6034.33,Shipped,Medium
993,10153,31,100,7,3641.57,Shipped,Medium
994,10166,43,100,2,6930.74,Shipped,Medium
995,10177,23,100,9,3675.63,Shipped,Medium
996,10185,28,100,9,3442.04,Shipped,Medium
997,10196,49,100,1,6893.81,Shipped,Medium
998,10208,24,100,9,2622.48,Shipped,Small
999,10221,33,100,3,4417.38,Shipped,Medium
1000,10232,22,100,6,3606.02,Shipped,Medium
1001,10248,32,100,12,3802.56,Cancelled,Medium
1002,10273,40,100,13,5026.4,Shipped,Medium
1003,10282,43,100,1,6695.53,Shipped,Medium
1004,10293,24,100,4,2819.28,Shipped,Small
1005,10306,32,100,9,3759.04,Shipped,Medium
1006,10314,20,100,1,2731.8,Shipped,Small
1007,10325,24,69.12,9,1658.88,Shipped,Small
1008,10336,48,100,12,5778.24,Shipped,Medium
1009,10350,44,100,1,5191.12,Shipped,Medium
1010,10372,28,100,3,3862.88,Shipped,Medium
1011,10383,24,61.52,9,1476.48,Shipped,Small
1012,10396,33,100,2,5273.73,Shipped,Medium
1013,10414,41,100,12,4872.03,On Hold,Medium
1014,10104,23,100,13,4556.99,Shipped,Medium
1015,10109,46,100,5,8257,Shipped,Large
1016,10114,48,100,4,8209.44,Shipped,Large
1017,10122,25,100,3,3598.5,Shipped,Medium
1018,10127,22,100,15,3837.24,Shipped,Medium
1019,10136,41,100,3,8331.61,Shipped,Large
1020,10141,34,100,9,4836.5,Shipped,Medium
1021,10148,32,100,14,5418.88,Shipped,Medium
1022,10151,21,100,7,3734.01,Shipped,Medium
1023,10160,20,100,1,3996.4,Shipped,Medium
1024,10165,47,100,16,8754.69,Shipped,Large
1025,10171,39,100,3,5481.45,Shipped,Medium
1026,10175,29,100,5,4419.89,Shipped,Medium
1027,10181,45,100,7,6324.75,Shipped,Medium
1028,10184,28,100,10,4409.72,Shipped,Medium
1029,10192,26,100,12,3918.46,Shipped,Medium
1030,10195,50,100,10,7620.5,Shipped,Large
1031,10203,48,100,1,8291.04,Shipped,Large
1032,10207,25,100,11,3937.25,Shipped,Medium
1033,10212,40,100,11,5554.4,Shipped,Medium
1034,10225,43,100,2,6407.86,Shipped,Medium
1035,10229,22,100,5,4172.52,Shipped,Medium
1036,10239,47,100,1,7083.37,Shipped,Large
1037,10246,36,100,9,7132.68,Shipped,Large
1038,10253,40,100,6,6773.6,Cancelled,Medium
1039,10259,27,100,8,3657.69,Shipped,Medium
1040,10266,29,100,7,4812.55,Shipped,Medium
1041,10271,20,100,9,3928.6,Shipped,Medium
1042,10278,42,100,7,6401.22,Shipped,Medium
1043,10281,25,100,5,4191.25,Shipped,Medium
1044,10287,36,100,5,5852.52,Shipped,Medium
1045,10292,21,100,12,2844.87,Shipped,Small
1046,10301,23,100,9,4011.66,Shipped,Medium
1047,10305,37,100,9,7455.87,Shipped,Large
1048,10310,48,100,3,8940.96,Shipped,Large
1049,10313,25,100,3,4572.25,Shipped,Medium
1050,10321,33,100,11,5700.09,Shipped,Medium
1051,10324,27,100,12,3155.49,Shipped,Medium
1052,10331,27,100,11,4170.69,Shipped,Medium
1053,10334,20,100,3,2878.8,On Hold,Small
1054,10342,30,100,4,5029.5,Shipped,Medium
1055,10349,48,100,6,7396.8,Shipped,Large
1056,10358,32,93.49,12,2991.68,Shipped,Small
1057,10366,34,100,1,6275.72,Shipped,Medium
1058,10370,27,56.85,9,1534.95,Shipped,Small
1059,10377,39,100,3,7264.53,Shipped,Large
1060,10383,47,100,6,6869.05,Shipped,Medium
1061,10394,22,100,5,3353.02,Shipped,Medium
1062,10405,55,100,1,8289.05,Shipped,Large
1063,10412,60,100,9,11887.8,Shipped,Large
1064,10419,35,100,6,5926.9,Shipped,Medium
1065,10425,28,100,8,3793.16,In Process,Medium
1066,10105,38,100,13,4330.1,Shipped,Medium
1067,10117,21,95.8,7,2011.8,Shipped,Small
1068,10128,41,100,4,4837.18,Shipped,Medium
1069,10142,22,97.81,10,2151.82,Shipped,Small
1070,10153,29,88.74,9,2573.46,Shipped,Small
1071,10165,50,100,1,5344.5,Shipped,Medium
1072,10177,29,100,11,3070.52,Shipped,Medium
1073,10185,49,80.67,11,3952.83,Shipped,Medium
1074,10196,35,100,3,3564.75,Shipped,Medium
1075,10208,48,100,11,5614.56,Shipped,Medium
1076,10221,23,80.67,5,1855.41,Shipped,Small
1077,10232,48,95.8,8,4598.4,Shipped,Medium
1078,10248,42,100,14,5082.42,Cancelled,Medium
1079,10273,47,100,15,5450.59,Shipped,Medium
1080,10282,36,100,3,4174.92,Shipped,Medium
1081,10293,22,100,6,2418.24,Shipped,Small
1082,10306,40,91.76,11,3670.4,Shipped,Medium
1083,10314,23,100,3,2481.7,Shipped,Small
1084,10326,32,100,6,3807.68,Shipped,Medium
1085,10336,21,100,7,2230.41,Shipped,Small
1086,10350,41,93.04,2,3814.64,Shipped,Medium
1087,10372,25,84.71,5,2117.75,Shipped,Small
1088,10383,26,100,12,3340.48,Shipped,Medium
1089,10396,24,89.75,4,2154,Shipped,Small
1090,10414,48,100,14,5808.48,On Hold,Medium
1091,10108,26,68.35,9,1777.1,Shipped,Small
1092,10122,21,73.17,13,1536.57,Shipped,Small
1093,10135,45,78,10,3510,Shipped,Medium
1094,10147,36,86.04,10,3097.44,Shipped,Medium
1095,10159,21,81.21,5,1705.41,Shipped,Small
1096,10169,32,70.76,5,2264.32,Shipped,Small
1097,10181,30,82.82,17,2484.6,Shipped,Small
1098,10191,36,94.88,6,3415.68,Shipped,Medium
1099,10203,33,86.04,11,2839.32,Shipped,Small
1100,10211,35,78,5,2730,Shipped,Small
1101,10225,37,95.69,12,3540.53,Shipped,Medium
1102,10238,41,73.17,6,2999.97,Shipped,Small
1103,10252,20,76.39,2,1527.8,Shipped,Small
1104,10265,45,86.84,2,3907.8,Shipped,Medium
1105,10276,38,69.96,6,2658.48,Shipped,Small
1106,10287,43,70.76,15,3042.68,Shipped,Medium
